 ,Label,Area1,Mean1,Min1,Max1,X1,Y1,IntDen1,%Area1,RawIntDen1,MinThr1,MaxThr1,Area2,Mean2,Min2,Max2,X2,Y2,IntDen2,%Area2,RawIntDen2,MinThr2,MaxThr2,Area3,Mean3,Min3,Max3,X3,Y3,IntDen3,%Area3,RawIntDen3,MinThr3,MaxThr3,Area4,Mean4,Min4,Max4,X4,Y4,IntDen4,%Area4,RawIntDen4,MinThr4,MaxThr4
11,C1-Mesh_4.15.26_multisite_glutamate_40ulfaprox_0086_registered.tif,9681,45.545,0,261.327,382.500,180.500,440922.531,99.669,440922.531,-3.403E38,3.4e38,9681,88.912,0,931.323,255.500,392.500,860758.125,99.680,860758.125,-3.403E38,3.4e38,9681,70.495,0,525.953,166.500,317.500,682464.750,99.793,682464.750,-3.403E38,3.4e38,9681,59.044,0,664.310,120.500,210.500,571600.562,99.690,571600.562,-3.403E38,3.4e38
12,C1-Mesh_4.15.26_multisite_glutamate_40ulfaprox_0086_registered.tif,9681,46.564,0,312.278,382.500,180.500,450790.781,99.762,450790.781,-3.403E38,3.4e38,9681,90.694,0,944.786,255.500,392.500,878004.250,99.866,878004.250,-3.403E38,3.4e38,9681,64.315,0,427.831,166.500,317.500,622638.188,99.711,622638.188,-3.403E38,3.4e38,9681,59.726,0,710.346,120.500,210.500,578211.500,99.742,578211.500,-3.403E38,3.4e38
13,C1-Mesh_4.15.26_multisite_glutamate_40ulfaprox_0086_registered.tif,9681,46.806,0,261.560,382.500,180.500,453126.938,99.804,453126.938,-3.403E38,3.4e38,9681,86.463,0,938.652,255.500,392.500,837049.750,99.607,837049.750,-3.403E38,3.4e38,9681,65.748,0,579.675,166.500,317.500,636509.500,99.700,636509.500,-3.403E38,3.4e38,9681,58.834,0,728.043,120.500,210.500,569572.562,99.762,569572.562,-3.403E38,3.4e38
14,C1-Mesh_4.15.26_multisite_glutamate_40ulfaprox_0086_registered.tif,9681,46.902,0,321.683,382.500,180.500,454055.250,99.649,454055.250,-3.403E38,3.4e38,9681,90.126,0,943.486,255.500,392.500,872513.312,99.669,872513.312,-3.403E38,3.4e38,9681,68.131,0,451.291,166.500,317.500,659578.750,99.700,659578.750,-3.403E38,3.4e38,9681,63.356,0,579.294,120.500,210.500,613346.812,99.804,613346.812,-3.403E38,3.4e38
15,C1-Mesh_4.15.26_multisite_glutamate_40ulfaprox_0086_registered.tif,9681,47.178,0,372.031,382.500,180.500,456731.906,99.752,456731.906,-3.403E38,3.4e38,9681,88.266,0,941.000,255.500,392.500,854499.562,99.597,854499.562,-3.403E38,3.4e38,9681,70.059,0,496.401,166.500,317.500,678244.750,99.711,678244.750,-3.403E38,3.4e38,9681,61.297,0,854.644,120.500,210.500,593416.562,99.752,593416.562,-3.403E38,3.4e38
16,C1-Mesh_4.15.26_multisite_glutamate_40ulfaprox_0086_registered.tif,9681,44.491,0,263.981,382.500,180.500,430720.219,99.597,430720.219,-3.403E38,3.4e38,9681,90.317,0,944.000,255.500,392.500,874362.250,99.618,874362.250,-3.403E38,3.4e38,9681,65.491,0,433.664,166.500,317.500,634017.750,99.762,634017.750,-3.403E38,3.4e38,9681,62.326,0,712.359,120.500,210.500,603377.938,99.700,603377.938,-3.403E38,3.4e38
17,C1-Mesh_4.15.26_multisite_glutamate_40ulfaprox_0086_registered.tif,9681,46.621,0,307.836,382.500,180.500,451333.156,99.731,451333.156,-3.403E38,3.4e38,9681,86.725,0,942.888,255.500,392.500,839588.938,99.669,839588.938,-3.403E38,3.4e38,9681,64.155,0,489.756,166.500,317.500,621088.812,99.700,621088.812,-3.403E38,3.4e38,9681,59.751,0,678.036,120.500,210.500,578451.062,99.700,578451.062,-3.403E38,3.4e38
18,C1-Mesh_4.15.26_multisite_glutamate_40ulfaprox_0086_registered.tif,9681,45.830,0,260.542,382.500,180.500,443676.344,99.607,443676.344,-3.403E38,3.4e38,9681,87.892,0,945.000,255.500,392.500,850880.312,99.762,850880.312,-3.403E38,3.4e38,9681,65.185,0,419.857,166.500,317.500,631053.875,99.690,631053.875,-3.403E38,3.4e38,9681,60.392,0,800.340,120.500,210.500,584652.250,99.731,584652.250,-3.403E38,3.4e38
19,C1-Mesh_4.15.26_multisite_glutamate_40ulfaprox_0086_registered.tif,9681,46.231,0,267.406,382.500,180.500,447560.812,99.680,447560.812,-3.403E38,3.4e38,9681,84.712,0,940.000,255.500,392.500,820100.125,99.587,820100.125,-3.403E38,3.4e38,9681,67.618,0,462.949,166.500,317.500,654614.625,99.731,654614.625,-3.403E38,3.4e38,9681,61.533,0,780.430,120.500,210.500,595703.750,99.742,595703.750,-3.403E38,3.4e38
20,C1-Mesh_4.15.26_multisite_glutamate_40ulfaprox_0086_registered.tif,9681,43.929,0,236.644,382.500,180.500,425278.344,99.669,425278.344,-3.403E38,3.4e38,9681,87.566,0,942.096,255.500,392.500,847725.750,99.731,847725.750,-3.403E38,3.4e38,9681,65.886,0,537.395,166.500,317.500,637839.500,99.731,637839.500,-3.403E38,3.4e38,9681,59.364,0,849.755,120.500,210.500,574705.750,98.781,574705.750,-3.403E38,3.4e38
21,C1-Mesh_4.15.26_multisite_glutamate_40ulfaprox_0086_registered.tif,9681,46.053,0,245.425,382.500,180.500,445838.531,99.628,445838.531,-3.403E38,3.4e38,9681,88.771,0,940.609,255.500,392.500,859396.188,99.628,859396.188,-3.403E38,3.4e38,9681,69.356,0,469.977,166.500,317.500,671438.188,99.628,671438.188,-3.403E38,3.4e38,9681,59.927,0,647.586,120.500,210.500,580149.875,99.752,580149.875,-3.403E38,3.4e38
22,C1-Mesh_4.15.26_multisite_glutamate_40ulfaprox_0086_registered.tif,9681,47.840,0,307.397,382.500,180.500,463139.625,99.752,463139.625,-3.403E38,3.4e38,9681,86.038,0,940.131,255.500,392.500,832931.062,99.680,832931.062,-3.403E38,3.4e38,9681,63.590,0,473.576,166.500,317.500,615614.688,99.731,615614.688,-3.403E38,3.4e38,9681,61.602,0,770.549,120.500,210.500,596369.750,99.649,596369.750,-3.403E38,3.4e38
23,C1-Mesh_4.15.26_multisite_glutamate_40ulfaprox_0086_registered.tif,9681,45.110,0,248.354,382.500,180.500,436708.375,99.597,436708.375,-3.403E38,3.4e38,9681,85.831,0,927.776,255.500,392.500,830930.438,99.680,830930.438,-3.403E38,3.4e38,9681,67.655,0,647.141,166.500,317.500,654967.188,99.690,654967.188,-3.403E38,3.4e38,9681,58.726,0,737.526,120.500,210.500,568529.750,99.690,568529.750,-3.403E38,3.4e38
24,C1-Mesh_4.15.26_multisite_glutamate_40ulfaprox_0086_registered.tif,9681,47.439,0,283.957,382.500,180.500,459255.969,99.752,459255.969,-3.403E38,3.4e38,9681,88.746,0,943.171,255.500,392.500,859147.812,99.721,859147.812,-3.403E38,3.4e38,9681,71.690,0,428.374,166.500,317.500,694033.562,99.762,694033.562,-3.403E38,3.4e38,9681,61.225,0,737.572,120.500,210.500,592719.125,99.845,592719.125,-3.403E38,3.4e38
25,C1-Mesh_4.15.26_multisite_glutamate_40ulfaprox_0086_registered.tif,9681,43.954,0,287.435,382.500,180.500,425521.250,99.515,425521.250,-3.403E38,3.4e38,9681,85.586,0,945.000,255.500,392.500,828562.500,99.546,828562.500,-3.403E38,3.4e38,9681,64.341,0,432.891,166.500,317.500,622887.312,99.700,622887.312,-3.403E38,3.4e38,9681,58.726,0,700.317,120.500,210.500,568522.188,99.546,568522.188,-3.403E38,3.4e38
26,C1-Mesh_4.15.26_multisite_glutamate_40ulfaprox_0086_registered.tif,9681,44.195,0,252.224,382.500,180.500,427855.219,99.556,427855.219,-3.403E38,3.4e38,9681,90.123,0,948.255,255.500,392.500,872479.438,99.731,872479.438,-3.403E38,3.4e38,9681,65.379,0,490.202,166.500,317.500,632931.562,99.731,632931.562,-3.403E38,3.4e38,9681,61.691,0,631.538,120.500,210.500,597227.688,99.711,597227.688,-3.403E38,3.4e38
27,C1-Mesh_4.15.26_multisite_glutamate_40ulfaprox_0086_registered.tif,9681,45.754,0,274.513,382.500,180.500,442945.781,99.731,442945.781,-3.403E38,3.4e38,9681,89.932,0,943.907,255.500,392.500,870628.125,99.700,870628.125,-3.403E38,3.4e38,9681,65.868,0,586.946,166.500,317.500,637664.438,99.762,637664.438,-3.403E38,3.4e38,9681,60.788,0,720.143,120.500,210.500,588485.812,99.752,588485.812,-3.403E38,3.4e38
28,C1-Mesh_4.15.26_multisite_glutamate_40ulfaprox_0086_registered.tif,9681,43.572,0,382.950,382.500,180.500,421819.531,99.659,421819.531,-3.403E38,3.4e38,9681,91.304,0,902.106,255.500,392.500,883912.812,99.690,883912.812,-3.403E38,3.4e38,9681,66.179,0,539.572,166.500,317.500,640679.438,99.680,640679.438,-3.403E38,3.4e38,9681,60.435,0,732.215,120.500,210.500,585074.375,99.731,585074.375,-3.403E38,3.4e38
29,C1-Mesh_4.15.26_multisite_glutamate_40ulfaprox_0086_registered.tif,9681,44.972,0,319.955,382.500,180.500,435377.062,99.607,435377.062,-3.403E38,3.4e38,9681,88.579,0,939.993,255.500,392.500,857529.312,99.649,857529.312,-3.403E38,3.4e38,9681,68.694,0,488.273,166.500,317.500,665021.812,99.793,665021.812,-3.403E38,3.4e38,9681,57.016,0,733.429,120.500,210.500,551975.750,99.504,551975.750,-3.403E38,3.4e38
30,C1-Mesh_4.15.26_multisite_glutamate_40ulfaprox_0086_registered.tif,9681,46.104,0,322.671,382.500,180.500,446333.781,99.742,446333.781,-3.403E38,3.4e38,9681,90.681,0,946.308,255.500,392.500,877886.875,99.690,877886.875,-3.403E38,3.4e38,9681,69.110,0,472.373,166.500,317.500,669051.812,99.752,669051.812,-3.403E38,3.4e38,9681,57.888,0,648.382,120.500,210.500,560416.125,99.607,560416.125,-3.403E38,3.4e38
31,C1-Mesh_4.15.26_multisite_glutamate_40ulfaprox_0086_registered.tif,9681,46.143,0,317.140,382.500,180.500,446706.156,99.731,446706.156,-3.403E38,3.4e38,9681,88.952,0,948.610,255.500,392.500,861139.562,99.731,861139.562,-3.403E38,3.4e38,9681,67.370,0,489.535,166.500,317.500,652213.750,99.783,652213.750,-3.403E38,3.4e38,9681,56.961,0,813.795,120.500,210.500,551442.812,99.587,551442.812,-3.403E38,3.4e38
32,C1-Mesh_4.15.26_multisite_glutamate_40ulfaprox_0086_registered.tif,9681,45.383,0,229.885,382.500,180.500,439351.625,99.669,439351.625,-3.403E38,3.4e38,9681,87.779,0,951.005,255.500,392.500,849785.875,99.628,849785.875,-3.403E38,3.4e38,9681,66.669,0,528.999,166.500,317.500,645420.062,99.752,645420.062,-3.403E38,3.4e38,9681,59.923,0,881.221,120.500,210.500,580116.500,99.680,580116.500,-3.403E38,3.4e38
33,C1-Mesh_4.15.26_multisite_glutamate_40ulfaprox_0086_registered.tif,9681,43.354,0,331.501,382.500,180.500,419714.688,99.473,419714.688,-3.403E38,3.4e38,9681,86.388,0,930.473,255.500,392.500,836318.000,99.700,836318.000,-3.403E38,3.4e38,9681,69.356,0,444.043,166.500,317.500,671436.938,99.752,671436.938,-3.403E38,3.4e38,9681,58.015,0,747.222,120.500,210.500,561646.062,99.649,561646.062,-3.403E38,3.4e38
34,C1-Mesh_4.15.26_multisite_glutamate_40ulfaprox_0086_registered.tif,9681,45.901,0,274.970,382.500,180.500,444368.312,99.669,444368.312,-3.403E38,3.4e38,9681,89.127,0,945.520,255.500,392.500,862842.875,99.680,862842.875,-3.403E38,3.4e38,9681,66.909,0,412.529,166.500,317.500,647745.688,99.731,647745.688,-3.403E38,3.4e38,9681,59.453,0,791.968,120.500,210.500,575567.000,99.783,575567.000,-3.403E38,3.4e38
35,C1-Mesh_4.15.26_multisite_glutamate_40ulfaprox_0086_registered.tif,9681,44.280,0,243.530,382.500,180.500,428672.656,99.721,428672.656,-3.403E38,3.4e38,9681,89.193,0,943.652,255.500,392.500,863478.375,99.360,863478.375,-3.403E38,3.4e38,9681,63.292,0,546.257,166.500,317.500,612733.125,99.711,612733.125,-3.403E38,3.4e38,9681,60.125,0,684.599,120.500,210.500,582068.812,99.649,582068.812,-3.403E38,3.4e38
36,C1-Mesh_4.15.26_multisite_glutamate_40ulfaprox_0086_registered.tif,9681,47.309,0,260.265,382.500,180.500,457999.031,99.814,457999.031,-3.403E38,3.4e38,9681,90.137,0,943.984,255.500,392.500,872615.688,99.628,872615.688,-3.403E38,3.4e38,9681,67.552,0,478.600,166.500,317.500,653975.000,99.835,653975.000,-3.403E38,3.4e38,9681,58.403,0,745.526,120.500,210.500,565403.250,99.659,565403.250,-3.403E38,3.4e38
37,C1-Mesh_4.15.26_multisite_glutamate_40ulfaprox_0086_registered.tif,9681,46.517,0,283.186,382.500,180.500,450326.250,99.742,450326.250,-3.403E38,3.4e38,9681,89.403,0,944.000,255.500,392.500,865508.750,99.731,865508.750,-3.403E38,3.4e38,9681,65.961,0,415.513,166.500,317.500,638571.375,99.711,638571.375,-3.403E38,3.4e38,9681,60.107,0,791.140,120.500,210.500,581893.688,99.835,581893.688,-3.403E38,3.4e38
38,C1-Mesh_4.15.26_multisite_glutamate_40ulfaprox_0086_registered.tif,9681,47.727,0,232.902,382.500,180.500,462045.469,99.783,462045.469,-3.403E38,3.4e38,9681,88.763,0,944.709,255.500,392.500,859312.375,99.793,859312.375,-3.403E38,3.4e38,9681,65.624,0,616.098,166.500,317.500,635310.438,99.742,635310.438,-3.403E38,3.4e38,9681,56.044,0,595.989,120.500,210.500,542566.750,99.576,542566.750,-3.403E38,3.4e38
39,C1-Mesh_4.15.26_multisite_glutamate_40ulfaprox_0086_registered.tif,9681,45.365,0,276.448,382.500,180.500,439175.000,99.690,439175.000,-3.403E38,3.4e38,9681,89.435,0,947.892,255.500,392.500,865815.500,99.680,865815.500,-3.403E38,3.4e38,9681,64.179,0,492.130,166.500,317.500,621312.250,99.680,621312.250,-3.403E38,3.4e38,9681,59.126,0,670.470,120.500,210.500,572401.875,99.680,572401.875,-3.403E38,3.4e38
40,C1-Mesh_4.15.26_multisite_glutamate_40ulfaprox_0086_registered.tif,9681,45.163,0,286.502,382.500,180.500,437218.969,99.659,437218.969,-3.403E38,3.4e38,9681,84.740,0,939.507,255.500,392.500,820371.312,99.515,820371.312,-3.403E38,3.4e38,9681,64.324,0,467.470,166.500,317.500,622724.750,99.783,622724.750,-3.403E38,3.4e38,9681,61.254,0,737.799,120.500,210.500,593001.750,99.762,593001.750,-3.403E38,3.4e38
41,C1-Mesh_4.15.26_multisite_glutamate_40ulfaprox_0086_registered.tif,9681,45.212,0,343.413,382.500,180.500,437699.031,99.587,437699.031,-3.403E38,3.4e38,9681,88.987,0,939.000,255.500,392.500,861481.188,99.773,861481.188,-3.403E38,3.4e38,9681,68.552,0,563.774,166.500,317.500,663654.062,99.835,663654.062,-3.403E38,3.4e38,9681,59.761,0,892.319,120.500,210.500,578544.125,99.669,578544.125,-3.403E38,3.4e38
42,C1-Mesh_4.15.26_multisite_glutamate_40ulfaprox_0086_registered.tif,9681,44.966,0,304.202,382.500,180.500,435315.656,99.628,435315.656,-3.403E38,3.4e38,9681,86.594,0,946.000,255.500,392.500,838316.375,99.587,838316.375,-3.403E38,3.4e38,9681,67.827,0,536.640,166.500,317.500,656637.438,99.804,656637.438,-3.403E38,3.4e38,9681,60.799,0,644.941,120.500,210.500,588595.062,99.783,588595.062,-3.403E38,3.4e38
43,C1-Mesh_4.15.26_multisite_glutamate_40ulfaprox_0086_registered.tif,9681,46.488,0,239.632,382.500,180.500,450048.688,99.721,450048.688,-3.403E38,3.4e38,9681,88.956,0,934.298,255.500,392.500,861186.938,99.721,861186.938,-3.403E38,3.4e38,9681,63.950,0,532.001,166.500,317.500,619095.625,99.546,619095.625,-3.403E38,3.4e38,9681,61.162,0,612.390,120.500,210.500,592112.750,99.762,592112.750,-3.403E38,3.4e38
44,C1-Mesh_4.15.26_multisite_glutamate_40ulfaprox_0086_registered.tif,9681,43.818,0,272.127,382.500,180.500,424202.531,99.607,424202.531,-3.403E38,3.4e38,9681,87.589,0,945.000,255.500,392.500,847946.125,99.587,847946.125,-3.403E38,3.4e38,9681,65.656,0,468.900,166.500,317.500,635618.312,99.690,635618.312,-3.403E38,3.4e38,9681,56.820,0,619.631,120.500,210.500,550075.688,99.607,550075.688,-3.403E38,3.4e38
45,C1-Mesh_4.15.26_multisite_glutamate_40ulfaprox_0086_registered.tif,9681,45.505,0,309.214,382.500,180.500,440534.656,99.546,440534.656,-3.403E38,3.4e38,9681,87.217,0,943.000,255.500,392.500,844352.625,99.515,844352.625,-3.403E38,3.4e38,9681,65.545,0,402.402,166.500,317.500,634543.875,99.814,634543.875,-3.403E38,3.4e38,9681,57.053,0,838.353,120.500,210.500,552329.062,99.659,552329.062,-3.403E38,3.4e38
46,C1-Mesh_4.15.26_multisite_glutamate_40ulfaprox_0086_registered.tif,9681,43.024,0,289.485,382.500,180.500,416517.188,99.711,416517.188,-3.403E38,3.4e38,9681,86.840,0,939.982,255.500,392.500,840698.500,99.690,840698.500,-3.403E38,3.4e38,9681,67.091,0,472.247,166.500,317.500,649505.562,99.680,649505.562,-3.403E38,3.4e38,9681,57.779,0,712.650,120.500,210.500,559360.562,99.587,559360.562,-3.403E38,3.4e38
47,C1-Mesh_4.15.26_multisite_glutamate_40ulfaprox_0086_registered.tif,9681,45.534,0,289.811,382.500,180.500,440815.406,99.814,440815.406,-3.403E38,3.4e38,9681,86.936,0,935.207,255.500,392.500,841626.500,99.690,841626.500,-3.403E38,3.4e38,9681,66.724,0,533.424,166.500,317.500,645954.000,99.793,645954.000,-3.403E38,3.4e38,9681,60.895,0,726.917,120.500,210.500,589523.312,99.711,589523.312,-3.403E38,3.4e38
48,C1-Mesh_4.15.26_multisite_glutamate_40ulfaprox_0086_registered.tif,9681,46.385,0,367.457,382.500,180.500,449052.469,99.721,449052.469,-3.403E38,3.4e38,9681,90.987,0,938.619,255.500,392.500,880840.312,99.690,880840.312,-3.403E38,3.4e38,9681,63.024,0,439.794,166.500,317.500,610131.125,99.690,610131.125,-3.403E38,3.4e38,9681,57.190,0,543.896,120.500,210.500,553654.125,99.504,553654.125,-3.403E38,3.4e38
49,C1-Mesh_4.15.26_multisite_glutamate_40ulfaprox_0086_registered.tif,9681,44.377,0,326.846,382.500,180.500,429615.250,99.669,429615.250,-3.403E38,3.4e38,9681,87.751,0,945.807,255.500,392.500,849518.875,99.721,849518.875,-3.403E38,3.4e38,9681,67.047,0,587.351,166.500,317.500,649083.312,99.762,649083.312,-3.403E38,3.4e38,9681,59.612,0,680.498,120.500,210.500,577102.750,99.711,577102.750,-3.403E38,3.4e38
50,C1-Mesh_4.15.26_multisite_glutamate_40ulfaprox_0086_registered.tif,9681,45.241,0,224.194,382.500,180.500,437980.594,99.597,437980.594,-3.403E38,3.4e38,9681,88.416,0,944.582,255.500,392.500,855959.062,99.700,855959.062,-3.403E38,3.4e38,9681,68.422,0,485.653,166.500,317.500,662389.625,99.731,662389.625,-3.403E38,3.4e38,9681,58.988,0,698.703,120.500,210.500,571066.938,99.669,571066.938,-3.403E38,3.4e38
51,C1-Mesh_4.15.26_multisite_glutamate_40ulfaprox_0086_registered.tif,9681,48.031,0,310.792,382.500,180.500,464990.094,99.711,464990.094,-3.403E38,3.4e38,9681,87.313,0,944.202,255.500,392.500,845277.062,99.659,845277.062,-3.403E38,3.4e38,9681,68.092,0,473.539,166.500,317.500,659195.562,99.628,659195.562,-3.403E38,3.4e38,9681,58.327,0,704.668,120.500,210.500,564663.562,99.742,564663.562,-3.403E38,3.4e38
52,C1-Mesh_4.15.26_multisite_glutamate_40ulfaprox_0086_registered.tif,9681,45.772,0,232.341,382.500,180.500,443116.000,99.587,443116.000,-3.403E38,3.4e38,9681,86.453,0,938.721,255.500,392.500,836953.562,99.597,836953.562,-3.403E38,3.4e38,9681,66.807,0,472.484,166.500,317.500,646763.000,99.721,646763.000,-3.403E38,3.4e38,9681,57.221,0,683.936,120.500,210.500,553955.688,99.638,553955.688,-3.403E38,3.4e38
53,C1-Mesh_4.15.26_multisite_glutamate_40ulfaprox_0086_registered.tif,9681,46.925,0,336.084,382.500,180.500,454279.094,99.700,454279.094,-3.403E38,3.4e38,9681,87.295,0,942.803,255.500,392.500,845105.438,99.700,845105.438,-3.403E38,3.4e38,9681,66.386,0,433.311,166.500,317.500,642687.188,99.762,642687.188,-3.403E38,3.4e38,9681,62.034,0,894.349,120.500,210.500,600551.812,99.752,600551.812,-3.403E38,3.4e38
54,C1-Mesh_4.15.26_multisite_glutamate_40ulfaprox_0086_registered.tif,9681,44.040,0,281.955,382.500,180.500,426346.844,99.566,426346.844,-3.403E38,3.4e38,9681,90.331,0,948.860,255.500,392.500,874491.625,99.773,874491.625,-3.403E38,3.4e38,9681,68.135,0,524.020,166.500,317.500,659618.750,99.783,659618.750,-3.403E38,3.4e38,9681,56.056,0,727.690,120.500,210.500,542679.750,99.711,542679.750,-3.403E38,3.4e38
55,C1-Mesh_4.15.26_multisite_glutamate_40ulfaprox_0086_registered.tif,9681,46.587,0,333.379,382.500,180.500,451004.438,99.731,451004.438,-3.403E38,3.4e38,9681,88.540,0,945.730,255.500,392.500,857151.000,99.669,857151.000,-3.403E38,3.4e38,9681,63.966,0,478.381,166.500,317.500,619258.938,99.587,619258.938,-3.403E38,3.4e38,9681,59.095,0,671.175,120.500,210.500,572095.375,99.773,572095.375,-3.403E38,3.4e38
56,C1-Mesh_4.15.26_multisite_glutamate_40ulfaprox_0086_registered.tif,9681,46.465,0,252.288,382.500,180.500,449827.156,99.762,449827.156,-3.403E38,3.4e38,9681,87.055,0,924.077,255.500,392.500,842783.688,99.680,842783.688,-3.403E38,3.4e38,9681,66.033,0,517.099,166.500,317.500,639261.500,99.690,639261.500,-3.403E38,3.4e38,9681,58.041,0,725.538,120.500,210.500,561891.188,99.700,561891.188,-3.403E38,3.4e38
57,C1-Mesh_4.15.26_multisite_glutamate_40ulfaprox_0086_registered.tif,9681,44.511,0,301.395,382.500,180.500,430910.906,99.597,430910.906,-3.403E38,3.4e38,9681,86.923,0,939.000,255.500,392.500,841502.875,99.721,841502.875,-3.403E38,3.4e38,9681,71.605,0,454.836,166.500,317.500,693205.875,99.814,693205.875,-3.403E38,3.4e38,9681,57.672,0,685.865,120.500,210.500,558320.188,99.762,558320.188,-3.403E38,3.4e38
